Start time: 1725007625
MPI Initialized         : MPI_THREAD_FUNNELED
Copyright (c) 2016
Lawrence Livermore National Security, LLC
All Rights Reserved
Quicksilver Version     : 2023-Aug-18-15:12:10
Quicksilver Git Hash    : eb68bb8d6fc53de1f65011d4e79ff2ed0dd60f3b
MPI Version             : 3.1
Number of MPI ranks     : 1024
Number of OpenMP Threads: 3
Number of OpenMP CPUs   : 24

Simulation:
   dt: 2e-09
   fMax: 0.1
   inputFile: /opt/quicksilver/Examples/CORAL2_Benchmark/Problem1/Coral2_P1.inp
   energySpectrum: 
   boundaryCondition: reflect
   loadBalance: 0
   cycleTimers: 0
   debugThreads: 0
   lx: 128
   ly: 128
   lz: 64
   nParticles: 335544320
   batchSize: 0
   nBatches: 10
   nSteps: 100
   nx: 128
   ny: 128
   nz: 64
   seed: 1029384756
   xDom: 16
   yDom: 8
   zDom: 8
   eMax: 20
   eMin: 1e-09
   nGroups: 230
   lowWeightCutoff: 0.001
   bTally: 1
   fTally: 1
   cTally: 1
   coralBenchmark: 1
   crossSectionsOut:

Geometry:
   material: sourceMaterial
   shape: brick
   xMax: 10000
   xMin: 0
   yMax: 10000
   yMin: 0
   zMax: 10000
   zMin: 0

Material:
   name: sourceMaterial
   mass: 12.011
   nIsotopes: 20
   nReactions: 9
   sourceRate: 1e+10
   totalCrossSection: 1.5
   absorptionCrossSection: flat
   fissionCrossSection: flat
   scatteringCrossSection: flat
   absorptionCrossSectionRatio: 0.04
   fissionCrossSectionRatio: 0.05
   scatteringCrossSectionRatio: 1

CrossSection:
   name: flat
   A: 0
   B: 0
   C: 0
   D: 0
   E: 1
   nuBar: 1.6
Building partition 0
done building
Building MC_Domain 0
Finished initMesh
cycle           start       source           rr        split       absorb      scatter      fission      produce      collisn       escape       census      num_seg   scalar_flux      cycleInit  cycleTracking  cycleFinalize
      11    308104912     33554432      6116105            0    109754725   2743807267    137185331    219490234   2990747323            0    308093417   6289564248  9.817458e+08   3.186400e-02   2.745960e+00   3.390000e-04
      12    308093417     33554432      6102456            0    109679919   2742073958    137099085    219354207   2988852962            0    308120596   6285831767  1.026488e+09   2.934500e-02   2.726050e+00   3.110000e-04
      13    308120596     33554432      6130300            0    109617454   2740636604    137027568    219242903   2987281626            0    308142609   6282664187  1.067480e+09   2.768900e-02   2.731799e+00   2.690000e-04
      14    308142609     33554432      6150706            0    109588688   2739545005    136972970    219166785   2986106663            0    308151462   6280262180  1.105069e+09   2.950800e-02   2.717982e+00   3.000000e-04
      15    308151462     33554432      6162028            0    109539402   2738577503    136933061    219098959   2985049966            0    308170362   6278214315  1.139501e+09   2.726500e-02   2.752734e+00   2.620000e-04
      16    308170362     33554432      6182629            0    109492473   2737736444    136884704    219027344   2984113621            0    308192332   6276365579  1.171111e+09   2.787500e-02   2.711465e+00   3.780000e-04
      17    308192332     33554432      6203736            0    109474500   2736859386    136833497    218939281   2983167383            0    308174312   6274459989  1.199996e+09   2.805800e-02   2.741801e+00   3.800000e-04
      18    308174312     33554432      6180848            0    109450511   2736303892    136837342    218945222   2982591745            0    308205265   6273439032  1.226533e+09   2.784000e-02   2.706171e+00   2.020000e-04
      19    308205265     33554432      6217536            0    109428579   2735690800    136781270    218849665   2981900649            0    308181977   6271952429  1.250818e+09   2.805300e-02   2.699616e+00   2.620000e-04
      20    308181977     33554432      6194634            0    109390619   2735106145    136769136    218820460   2981265900            0    308202480   6270720024  1.273044e+09   2.942700e-02   2.739985e+00   2.410000e-04
      21    308202480     33554432      6213158            0    109385427   2734731753    136735703    218784314   2980852883            0    308206938   6269914142  1.293543e+09   2.745400e-02   2.734560e+00   4.680000e-04
      22    308206938     33554432      6218322            0    109349013   2734597828    136744585    218804094   2980691426            0    308253544   6269569070  1.312376e+09   2.849600e-02   2.729021e+00   2.390000e-04
      23    308253544     33554432      6265288            0    109362793   2733895140    136691181    218711873   2979949114            0    308200587   6268139694  1.329648e+09   2.799700e-02   2.734726e+00   3.780000e-04
      24    308200587     33554432      6215484            0    109334107   2733529201    136660252    218660862   2979523560            0    308206038   6267283869  1.345312e+09   2.778100e-02   2.718143e+00   2.730000e-04
      25    308206038     33554432      6221843            0    109332182   2733254863    136655188    218647990   2979242233            0    308199247   6266600693  1.359722e+09   2.952800e-02   2.707752e+00   2.340000e-04
      26    308199247     33554432      6208166            0    109322231   2732846686    136636584    218618639   2978805501            0    308205337   6265853986  1.372940e+09   2.760800e-02   2.703043e+00   2.890000e-04
      27    308205337     33554432      6215101            0    109297590   2732599422    136621078    218586543   2978518090            0    308212543   6265376857  1.385089e+09   2.928800e-02   2.705653e+00   4.020000e-04
      28    308212543     33554432      6221944            0    109290079   2732418925    136601693    218556262   2978310697            0    308209521   6264776047  1.396202e+09   2.950800e-02   2.705519e+00   4.160000e-04
      29    308209521     33554432      6217054            0    109274177   2732262470    136628142    218597812   2978164789            0    308242392   6264657358  1.406502e+09   2.839100e-02   2.721820e+00   2.230000e-04
      30    308242392     33554432      6247247            0    109290093   2732113751    136583606    218532437   2977987450            0    308208315   6264150369  1.415945e+09   2.750200e-02   2.739171e+00   2.400000e-04
      31    308208315     33554432      6215184            0    109278792   2731995470    136604405    218568187   2977878667            0    308232553   6264053323  1.424622e+09   2.944800e-02   2.796898e+00   1.350000e-04
      32    308232553     33554432      6238726            0    109268704   2731980357    136620589    218598682   2977869650            0    308257648   6263957341  1.432653e+09   2.825400e-02   2.690603e+00   2.020000e-04
      33    308257648     33554432      6265463            0    109257147   2731650379    136589655    218548780   2977497181            0    308248595   6263313317  1.440018e+09   2.830600e-02   2.712017e+00   2.690000e-04
      34    308248595     33554432      6259850            0    109258735   2731487777    136560933    218486021   2977307445            0    308209530   6262794222  1.446747e+09   2.817000e-02   2.690716e+00   2.430000e-04
      35    308209530     33554432      6222236            0    109246593   2731274794    136561719    218499539   2977083106            0    308232953   6262417685  1.452721e+09   2.832700e-02   2.659714e+00   1.860000e-04
      36    308232953     33554432      6240233            0    109242344   2731291232    136583936    218528999   2977117512            0    308249871   6262569158  1.458479e+09   2.755600e-02   2.667680e+00   2.230000e-04
      37    308249871     33554432      6263161            0    109244413   2731271282    136585687    218544595   2977101382            0    308255637   6262444058  1.463784e+09   2.847400e-02   2.636957e+00   2.080000e-04
      38    308255637     33554432      6264562            0    109238280   2731207149    136557734    218497452   2977003163            0    308246945   6262265469  1.468635e+09   2.777200e-02   2.665532e+00   1.480000e-04
      39    308246945     33554432      6259873            0    109234149   2730900684    136523215    218437176   2976658048            0    308221316   6261473223  1.472952e+09   2.801700e-02   2.652160e+00   2.470000e-04
      40    308221316     33554432      6236198            0    109219653   2730970524    136555755    218492544   2976745932            0    308256686   6261602722  1.476999e+09   2.953600e-02   2.664303e+00   3.050000e-04
      41    308256686     33554432      6265115            0    109252146   2730456395    136499103    218400525   2976207644            0    308195279   6260644275  1.480633e+09   2.822500e-02   2.698021e+00   1.340000e-04
      42    308195279     33554432      6205421            0    109218837   2730595100    136518131    218432455   2976332068            0    308239777   6260811309  1.483843e+09   2.818100e-02   2.683130e+00   2.310000e-04
      43    308239777     33554432      6252420            0    109217420   2730483356    136526970    218433716   2976227746            0    308231115   6260738360  1.486995e+09   2.810600e-02   2.659443e+00   2.560000e-04
      44    308231115     33554432      6240943            0    109212533   2730396046    136519663    218441772   2976128242            0    308254180   6260590519  1.489874e+09   2.763300e-02   2.696670e+00   2.060000e-04
      45    308254180     33554432      6260430            0    109236388   2730382677    136512116    218421680   2976131181            0    308221358   6260384472  1.492489e+09   2.851300e-02   2.627098e+00   2.520000e-04
      46    308221358     33554432      6227634            0    109204701   2730319775    136507967    218412418   2976032443            0    308247906   6260370874  1.494922e+09   2.935000e-02   2.641108e+00   1.650000e-04
      47    308247906     33554432      6258207            0    109206316   2730273797    136527261    218445799   2976007374            0    308256353   6260435176  1.497256e+09   2.898600e-02   2.645544e+00   1.940000e-04
      48    308256353     33554432      6262209            0    109214507   2730310674    136519890    218431047   2976045071            0    308245226   6260261359  1.499320e+09   2.804100e-02   2.687011e+00   2.400000e-04
      49    308245226     33554432      6260051            0    109197816   2730207740    136497240    218394846   2975902796            0    308239397   6260036463  1.501187e+09   3.486700e-02   2.622166e+00   2.190000e-04
      50    308239397     33554432      6248898            0    109204106   2730101901    136536721    218452046   2975842728            0    308256150   6259896851  1.502933e+09   2.796400e-02   2.640169e+00   1.490000e-04
      51    308256150     33554432      6264755            0    109191885   2730076378    136513142    218418744   2975781405            0    308259544   6259886908  1.504648e+09   2.786300e-02   2.682207e+00   9.200000e-05
      52    308259544     33554432      6271650            0    109207660   2730104061    136498615    218399235   2975810336            0    308235286   6259737746  1.506143e+09   2.813800e-02   2.646240e+00   1.640000e-04
      53    308235286     33554432      6245493            0    109193552   2729921530    136501246    218395927   2975616328            0    308245354   6259472689  1.507432e+09   2.811600e-02   2.779482e+00   1.020000e-04
      54    308245354     33554432      6253748            0    109195020   2729899915    136484907    218375683   2975579842            0    308241794   6259400939  1.508669e+09   2.812500e-02   2.728928e+00   1.300000e-04
      55    308241794     33554432      6250395            0    109195972   2729884251    136491061    218386075   2975571284            0    308244873   6259269777  1.509792e+09   2.808700e-02   2.708509e+00   1.540000e-04
      56    308244873     33554432      6256109            0    109192948   2729570996    136440085    218308540   2975204029            0    308218703   6258700712  1.510698e+09   2.821200e-02   2.685880e+00   1.590000e-04
      57    308218703     33554432      6226490            0    109186340   2729760824    136473708    218361818   2975420872            0    308248415   6259079059  1.511650e+09   2.825800e-02   2.643904e+00   1.720000e-04
      58    308248415     33554432      6256610            0    109181799   2729621965    136484005    218375654   2975287769            0    308256087   6258892608  1.512542e+09   2.726600e-02   2.679835e+00   1.310000e-04
      59    308256087     33554432      6268253            0    109193088   2729721827    136498587    218401195   2975413502            0    308251786   6259067471  1.513493e+09   2.795500e-02   2.719687e+00   4.900000e-05
      60    308251786     33554432      6260498            0    109194852   2729460986    136460438    218337854   2975116276            0    308228284   6258463734  1.514160e+09   2.787100e-02   2.731864e+00   5.500000e-05
      61    308228284     33554432      6235973            0    109187319   2729537775    136475206    218363564   2975200300            0    308247782   6258543981  1.514830e+09   2.800100e-02   2.706815e+00   5.500000e-05
      62    308247782     33554432      6260962            0    109167553   2729573181    136459787    218338573   2975200521            0    308252485   6258610071  1.515476e+09   2.811300e-02   2.729244e+00   1.050000e-04
      63    308252485     33554432      6263328            0    109195453   2729553420    136482681    218371166   2975231554            0    308236621   6258705688  1.516115e+09   2.926000e-02   2.710883e+00   6.800000e-05
      64    308236621     33554432      6247862            0    109179178   2729395151    136461592    218339993   2975035921            0    308242414   6258310241  1.516543e+09   2.851000e-02   2.732817e+00   1.120000e-04
      65    308242414     33554432      6251995            0    109179462   2729507360    136476206    218369648   2975163028            0    308258831   6258657961  1.517148e+09   2.840600e-02   2.690961e+00   1.350000e-04
      66    308258831     33554432      6270215            0    109179053   2729312375    136455023    218330581   2974946451            0    308239553   6258279748  1.517621e+09   2.792600e-02   2.675050e+00   7.700000e-05
      67    308239553     33554432      6251082            0    109186056   2729430246    136469096    218347235   2975085398            0    308234986   6258287607  1.518042e+09   3.432500e-02   2.685725e+00   8.500000e-05
      68    308234986     33554432      6240251            0    109185515   2729339173    136461714    218346410   2974986402            0    308248348   6258178363  1.518371e+09   2.835700e-02   2.713415e+00   1.530000e-04
      69    308248348     33554432      6264389            0    109189547   2729493469    136482884    218385967   2975165900            0    308251927   6258512517  1.518821e+09   2.826800e-02   2.750145e+00   1.070000e-04
      70    308251927     33554432      6262932            0    109183053   2729250933    136447919    218302387   2974881905            0    308214842   6257952895  1.519087e+09   2.812900e-02   2.748857e+00   1.180000e-04
      71    308214842     33554432      6223383            0    109164127   2729330581    136437264    218304095   2974931972            0    308248595   6258188177  1.519294e+09   2.791300e-02   2.713555e+00   9.600000e-05
      72    308248595     33554432      6258418            0    109165807   2729311238    136462728    218349341   2974939773            0    308265415   6258206063  1.519631e+09   2.811200e-02   2.760586e+00   1.510000e-04
      73    308265415     33554432      6274905            0    109187096   2729251844    136471727    218360559   2974910667            0    308246678   6258136991  1.519979e+09   2.813900e-02   2.777627e+00   1.220000e-04
      74    308246678     33554432      6256892            0    109176382   2729041019    136442397    218299557   2974659798            0    308224996   6257510913  1.520117e+09   2.800700e-02   2.702245e+00   1.400000e-04
      75    308224996     33554432      6236724            0    109168954   2729126841    136468516    218344446   2974764311            0    308249680   6257857708  1.520331e+09   2.799300e-02   2.735863e+00   1.240000e-04
      76    308249680     33554432      6256994            0    109160802   2729235980    136458789    218327252   2974855571            0    308254779   6257988460  1.520575e+09   2.798300e-02   2.747449e+00   1.780000e-04
      77    308254779     33554432      6259942            0    109152313   2729255141    136459709    218333548   2974867163            0    308270795   6258001109  1.520826e+09   2.821900e-02   2.786711e+00   1.970000e-04
      78    308270795     33554432      6281068            0    109172521   2729321105    136471832    218366629   2974965458            0    308266435   6258108078  1.521101e+09   2.832300e-02   2.739628e+00   8.600000e-05
      79    308266435     33554432      6274252            0    109160413   2729219573    136452760    218323158   2974832746            0    308256600   6257999725  1.521348e+09   2.759700e-02   2.695167e+00   6.600000e-05
      80    308256600     33554432      6264749            0    109172632   2729034036    136443194    218312468   2974649862            0    308242925   6257544189  1.521455e+09   2.795200e-02   2.719567e+00   6.000000e-05
      81    308242925     33554432      6251648            0    109151323   2729152234    136453717    218316134   2974757274            0    308256803   6257748003  1.521634e+09   2.805400e-02   2.789303e+00   8.500000e-05
      82    308256803     33554432      6266263            0    109161752   2729227912    136450972    218326590   2974840636            0    308258838   6257940841  1.521860e+09   2.809000e-02   2.714231e+00   1.220000e-04
      83    308258838     33554432      6267632            0    109173724   2729187007    136447110    218317140   2974807841            0    308241944   6257751812  1.521956e+09   2.872300e-02   2.735457e+00   1.950000e-04
      84    308241944     33554432      6252366            0    109159064   2728994259    136430636    218294492   2974583959            0    308248802   6257389501  1.521981e+09   2.855200e-02   2.679722e+00   1.840000e-04
      85    308248802     33554432      6254964            0    109159563   2729085918    136452340    218313984   2974697821            0    308250351   6257779870  1.522180e+09   2.879900e-02   2.728421e+00   1.760000e-04
      86    308250351     33554432      6259914            0    109178528   2728985867    136450289    218326924   2974614684            0    308242976   6257419041  1.522224e+09   2.857900e-02   2.730464e+00   1.450000e-04
      87    308242976     33554432      6250141            0    109170151   2729034831    136449666    218323790   2974654648            0    308251240   6257601397  1.522274e+09   2.766600e-02   2.702506e+00   1.280000e-04
      88    308251240     33554432      6264212            0    109171629   2729106098    136462509    218334571   2974740236            0    308241893   6257612208  1.522336e+09   2.865500e-02   2.722742e+00   1.640000e-04
      89    308241893     33554432      6253608            0    109184617   2729200113    136470491    218363362   2974855221            0    308250971   6257941784  1.522457e+09   2.816100e-02   2.746560e+00   1.310000e-04
      90    308250971     33554432      6259228            0    109157237   2729110577    136444886    218306817   2974712700            0    308250869   6257709045  1.522490e+09   3.129500e-02   2.737556e+00   1.750000e-04
      91    308250869     33554432      6260366            0    109162563   2728992277    136443584    218318330   2974598424            0    308257118   6257359284  1.522496e+09   2.902300e-02   2.745648e+00   2.490000e-04
      92    308257118     33554432      6266649            0    109154644   2728959181    136457627    218324904   2974571452            0    308257534   6257492029  1.522647e+09   2.809500e-02   2.701625e+00   1.240000e-04
      93    308257534     33554432      6266303            0    109163211   2729073296    136453450    218318117   2974689957            0    308247119   6257581587  1.522756e+09   2.801900e-02   2.724790e+00   1.770000e-04
      94    308247119     33554432      6258355            0    109157234   2729184616    136476801    218359127   2974818651            0    308268288   6257860703  1.522853e+09   2.809000e-02   2.707197e+00   1.180000e-04
      95    308268288     33554432      6278646            0    109172460   2729131282    136452748    218319569   2974756490            0    308238435   6257749753  1.522985e+09   2.796400e-02   2.727485e+00   2.490000e-04
      96    308238435     33554432      6250204            0    109161862   2728901238    136452662    218322510   2974515762            0    308250649   6257368522  1.522950e+09   2.794700e-02   2.694981e+00   2.040000e-04
      97    308250649     33554432      6260293            0    109167052   2729212800    136478962    218359626   2974858814            0    308258400   6257881405  1.523016e+09   2.799900e-02   2.840366e+00   6.400000e-05
      98    308258400     33554432      6269290            0    109161276   2729125898    136454004    218323691   2974741178            0    308251953   6257617491  1.523042e+09   2.857000e-02   2.651145e+00   1.670000e-04
      99    308251953     33554432      6262024            0    109162331   2729037514    136456092    218328307   2974655937            0    308254245   6257500789  1.523060e+09   2.841600e-02   2.659868e+00   2.720000e-04

Timer                       Cumulative   Cumulative   Cumulative   Cumulative   Cumulative   Cumulative
Name                            number    microSecs    microSecs    microSecs    microSecs   Efficiency
                              of calls          min          avg          max       stddev       Rating
main                                 1    2.743e+08    2.743e+08    2.743e+08    5.464e+02       100.00
cycleInit                          100    2.849e+06    2.902e+06    2.988e+06    1.605e+04        97.12
cycleTracking                      100    2.711e+08    2.712e+08    2.713e+08    1.594e+04        99.96
cycleTracking_Kernel             45195    1.488e+08    1.728e+08    2.198e+08    6.165e+06        78.61
cycleTracking_MPI                49307    5.141e+07    9.838e+07    1.224e+08    6.165e+06        80.39
cycleTracking_Test_Done           4212    4.508e+07    9.324e+07    1.181e+08    6.438e+06        78.93
cycleFinalize                      200    4.689e+04    1.128e+05    1.295e+05    7.684e+03        87.05
Figure Of Merit              2.305e+09 [Num Segments / Cycle Tracking Time]

Testing Ratios for Absorbtion, Fission, and Scattering are maintained
PASS:: Absorption / Fission / Scatter Ratios maintained with 1% tolerance

Testing balance between number of facet crossings and reactions
PASS:: Collision to Facet Crossing Ratio maintained even balanced within 1% tolerance

Test for lost / unaccounted for particles in this simulation
PASS:: No Particles Lost During Run

Test Fluence for homogeneity across cells
PASS:: Fluence is homogenous across cells with 6% tolerance
End time: 1725007904
